date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:04:53	38796/38796	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Feb%202019%2021:06:13%20GMT	https://ertugrl.com/tag/ertugrl/page/7/?filtre=random%26display%3Dtube	E:/Youtube/ertugul/ertugul/ertugrl.com/tag/ertugrl/page/7/index50aa.html	(from https://ertugrl.com/tag/ertugrl/page/8/?filtre=random%26display%3Dtube)
22:04:54	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2016%20Feb%202019%2021:06:12%20GMT	https://ertugrl.com/tag/ertugrl/page/8/?filtre=random&display=tube&display=tube	E:/Youtube/ertugul/ertugul/ertugrl.com/tag/ertugrl/page/8/index5766.html	(from https://ertugrl.com/tag/ertugrl/page/8/?filtre=random%26display%3Dtube)
22:05:10	39358/39358	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Feb%202019%2021:06:30%20GMT	https://ertugrl.com/tag/ertugrl/page/6/?filtre=random%26display%3Dtube	E:/Youtube/ertugul/ertugul/ertugrl.com/tag/ertugrl/page/6/index50aa.html	(from https://ertugrl.com/tag/ertugrl/page/8/?filtre=random%26display%3Dtube)
22:05:13	37897/37897	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Feb%202019%2021:06:32%20GMT	https://ertugrl.com/tag/ertugrl/?filtre=date%26display%3Dtube	E:/Youtube/ertugul/ertugul/ertugrl.com/tag/ertugrl/index990f.html	(from https://ertugrl.com/tag/ertugrl/page/1/?filtre=date%26display%3Dtube)
22:05:14	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2016%20Feb%202019%2021:06:32%20GMT	https://ertugrl.com/tag/ertugrl/page/4/?filtre=date&display=tube&display=tube	E:/Youtube/ertugul/ertugul/ertugrl.com/tag/ertugrl/page/4/indexcb4e.html	(from https://ertugrl.com/tag/ertugrl/page/4/?filtre=date%26display%3Dtube)
22:05:15	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2016%20Feb%202019%2021:06:33%20GMT	https://ertugrl.com/tag/ertugrl/page/5/?filtre=date&display=tube&display=tube	E:/Youtube/ertugul/ertugul/ertugrl.com/tag/ertugrl/page/5/indexcb4e.html	(from https://ertugrl.com/tag/ertugrl/page/5/?filtre=date%26display%3Dtube)
22:05:18	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2016%20Feb%202019%2021:06:37%20GMT	https://ertugrl.com/tag/ertugrl/page/7/?filtre=date&display=tube&display=tube	E:/Youtube/ertugul/ertugul/ertugrl.com/tag/ertugrl/page/7/indexcb4e.html	(from https://ertugrl.com/tag/ertugrl/page/7/?filtre=date%26display%3Dtube)
22:05:19	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2016%20Feb%202019%2021:06:37%20GMT	https://ertugrl.com/tag/ertugrl/page/6/?filtre=date&display=tube&display=tube	E:/Youtube/ertugul/ertugul/ertugrl.com/tag/ertugrl/page/6/indexcb4e.html	(from https://ertugrl.com/tag/ertugrl/page/6/?filtre=date%26display%3Dtube)
22:05:26	39203/39203	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Feb%202019%2021:06:45%20GMT	https://ertugrl.com/category/dirilis-ertugrul/%d8%a7%d9%84%d9%85%d9%88%d8%b3%d9%85_%d8%a7%d9%84%d8%a7%d9%88%d9%84/?filtre=views&display=tube&display=tube	E:/Youtube/ertugul/ertugul/ertugrl.com/category/dirilis-ertugrul/%d8%a7%d9%84%d9%85%d9%88%d8%b3%d9%85_%d8%a7%d9%84%d8%a7%d9%88%d9%84/indexfb98.html	(from https://ertugrl.com/category/dirilis-ertugrul/%d8%a7%d9%84%d9%85%d9%88%d8%b3%d9%85_%d8%a7%d9%84%d8%a7%d9%88%d9%84/?filtre=views%26display%3Dtube)
22:05:26	38905/38905	---M-Z	200	added ('OK')	text/html	date:Sat,%2016%20Feb%202019%2021:06:46%20GMT	https://ertugrl.com/category/dirilis-ertugrul/%d8%a7%d9%84%d9%85%d9%88%d8%b3%d9%85_%d8%a7%d9%84%d8%a7%d9%88%d9%84/?filtre=duree&display=tube&display=tube	E:/Youtube/ertugul/ertugul/ertugrl.com/category/dirilis-ertugrul/%d8%a7%d9%84%d9%85%d9%88%d8%b3%d9%85_%d8%a7%d9%84%d8%a7%d9%88%d9%84/index2e15.html	(from https://ertugrl.com/category/dirilis-ertugrul/%d8%a7%d9%84%d9%85%d9%88%d8%b3%d9%85_%d8%a7%d9%84%d8%a7%d9%88%d9%84/?filtre=duree%26display%3Dtube)
